Choose date,City,Customer Name,Customer Segment,Order Date,Order ID,Order Priority,Product Category,Product Container,Product Name,Product Sub-Category,Region,Row ID,Ship Date,Ship Mode,State,Zip Code,Category/Categories,Customer Age,Discount,Number of Records,Order Quantity,Product Base Margin,Profit,Sales,Select Meaure name,Shipping Cost,Unit Price
Nov-14,Wausau,Victoria Wilson,Home Office,26-11-2014,30532,High,Office Supplies,Small Box,#10 Self-Seal White Envelopes,Envelopes,Central,4285,27-11-2014,Express Air,Wisconsin,54401,Category,59,0.04,1,23,0.36,$28,$262,23,5.25,11.09
Aug-14,Oak Lawn,Annie Cyprus,Home Office,31-08-2014,4676,High,Office Supplies,Small Box,Xerox 1881,Paper,Central,671,02-09-2014,Express Air,Illinois,60453,Category,57,0.07,1,3,0.38,-$8,$50,3,6.47,12.28
Oct-13,Plainview,Lena Creighton,Home Office,22-10-2013,52896,High,Office Supplies,Wrap Bag,Array® Memo Cubes,Paper,Central,7412,24-10-2013,Express Air,Texas,79072,Category,50,0.09,1,9,0.36,$3,$48,9,2.04,5.18
Sep-14,Park Ridge,Carlos Daly,Home Office,05-09-2014,19138,Low,Office Supplies,Small Box,Recycled Eldon Regeneration Jumbo File,Storage & Organization,Central,2643,10-09-2014,Express Air,Illinois,60068,Category,57,0.01,1,30,0.57,-$31,$387,30,6.13,12.28
Sep-13,Roseville,Vicky Freymann,Home Office,06-09-2013,31872,Low,Office Supplies,Small Box,Ames Color-File® Green Diamond Border X-ray Mailers,Envelopes,Central,4471,10-09-2013,Express Air,Michigan,48066,Category,49,0.06,1,34,0.38,"$1,410","$2,833",34,5.01,83.98
Jul-13,Eau Claire,Michael Dominguez,Home Office,25-07-2013,5445,Low,Office Supplies,Small Box,Avery 52,Labels,Central,760,30-07-2013,Express Air,Wisconsin,54703,Category,48,0.06,1,4,0.38,$14,$29,4,0.5,3.69
Sep-15,Midland,Joni Sundaresam,Home Office,19-09-2015,29537,Low,Office Supplies,Small Box,Belkin 6 Outlet Metallic Surge Strip,Appliances,Central,4168,28-09-2015,Express Air,Texas,79701,Category,69,0.08,1,30,0.59,-$31,$319,30,4.5,10.89
Apr-13,Olathe,Alex Avila,Home Office,12-04-2013,56001,Low,Office Supplies,Small Box,Xerox 210,Paper,Central,7830,16-04-2013,Express Air,Kansas,66062,Category,46,0.08,1,17,0.37,-$61,$118,17,7.37,6.48
Oct-13,Jackson,Patrick O'Brill,Home Office,12-10-2013,57314,Low,Office Supplies,Wrap Bag,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",Paper,Central,8020,16-10-2013,Express Air,Michigan,49201,Category,50,0.04,1,22,0.38,$342,$846,22,5.08,37.94
Nov-12,Grand Prairie,Kelly Lampkin,Home Office,30-11-2012,12258,Low,Office Supplies,Wrap Bag,Advantus Map Pennant Flags and Round Head Tacks,Rubber Bands,Central,1700,07-12-2012,Express Air,Texas,75051,Category,44,0.05,1,27,0.53,-$5,$113,27,2,3.95
Dec-15,Harker Heights,Matt Hagelstein,Home Office,30-12-2015,25542,Low,Office Supplies,Wrap Bag,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",Paper,Central,3583,30-12-2015,Express Air,Texas,76543,Category,95,0.09,1,37,0.39,-$19,$257,37,4.23,7.28
Aug-12,Manitowoc,Patrick O'Donnell,Home Office,28-08-2012,21479,Medium,Office Supplies,Small Box,Xerox 20,Paper,Central,2976,29-08-2012,Express Air,Wisconsin,54220,Category,42,0.01,1,41,0.37,-$89,$291,41,6.57,6.48
Apr-15,Haltom City,Magdelene Morse,Home Office,01-04-2015,21604,Medium,Office Supplies,Small Box,Fellowes PB300 Plastic Comb Binding Machine,Binders and Binder Accessories,Central,2994,03-04-2015,Express Air,Texas,76117,Category,63,0.02,1,6,0.38,$594,"$2,479",6,19.99,387.99
Jul-12,Huntsville,Nancy Lomonaco,Home Office,22-07-2012,13030,Medium,Office Supplies,Small Box,Avery Binder Labels,Binders and Binder Accessories,Central,1817,24-07-2012,Express Air,Texas,77340,Category,41,0.09,1,32,0.37,-$154,$136,32,7.01,3.89
Jun-13,Dodge City,Seth Vernon,Home Office,25-06-2013,26978,Medium,Office Supplies,Small Box,Eldon Jumbo ProFile™ Portable File Boxes Graphite/Black,Storage & Organization,Central,3783,27-06-2013,Express Air,Kansas,67801,Category,48,0.09,1,47,0.57,-$157,$696,47,8.78,15.31
Jun-13,Janesville,Nathan Gelder,Home Office,09-06-2013,30433,Medium,Office Supplies,Small Pack,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L","Scissors, Rulers and Trimmers",Central,4276,09-06-2013,Express Air,Wisconsin,53545,Category,47,0,1,17,0.56,-$36,$253,17,7.59,13.9
Sep-14,Georgetown,Kelly Lampkin,Home Office,12-09-2014,2181,Medium,Office Supplies,Wrap Bag,OIC Bulk Pack Metal Binder Clips,Rubber Bands,Central,313,14-09-2014,Express Air,Texas,78626,Category,57,0.01,1,3,0.39,$3,$16,3,0.76,3.49
Apr-14,Omaha,Duane Benoit,Home Office,19-04-2014,41026,Medium,Office Supplies,Wrap Bag,Serrated Blade or Curved Handle Hand Letter Openers,"Scissors, Rulers and Trimmers",Central,5784,19-04-2014,Express Air,Nebraska,68046,Category,54,0.1,1,19,0.84,-$33,$60,19,1.92,3.14
Jul-15,Brooklyn Park,Matt Abelman,Home Office,13-07-2015,41927,Not Specified,Office Supplies,Small Box,Xerox 1885,Paper,Central,5915,16-07-2015,Express Air,Minnesota,55445,Category,66,0.02,1,46,0.37,"$1,086","$2,332",46,7.23,48.04
Mar-13,Kenosha,Nathan Gelder,Home Office,07-03-2013,58720,Not Specified,Office Supplies,Small Box,Xerox 1979,Paper,Central,8212,08-03-2013,Express Air,Wisconsin,53142,Category,46,0.02,1,6,0.4,$14,$203,6,8.74,30.98
Nov-13,Manhattan,Alex Avila,Home Office,08-11-2013,52737,Not Specified,Office Supplies,Small Box,GBC VeloBinder Strips,Binders and Binder Accessories,Central,7400,09-11-2013,Express Air,Kansas,66502,Category,51,0.03,1,14,0.35,-$16,$126,14,6.16,7.68
Aug-14,Hazelwood,Maria Bertelson,Home Office,18-08-2014,43424,Not Specified,Office Supplies,Small Box,Belkin F5C206VTEL 6 Outlet Surge,Appliances,Central,6135,20-08-2014,Express Air,MO,63042,Category,57,0.04,1,34,0.55,$144,$773,34,4.5,22.98
Sep-15,Ferguson,Hallie Redmond,Home Office,05-09-2015,2147,Not Specified,Office Supplies,Small Box,Belkin 8 Outlet Surge Protector,Appliances,Central,309,07-09-2015,Express Air,MO,63135,Category,68,0.04,1,15,0.57,$93,$605,15,5.33,40.98
Aug-14,Collinsville,Fred Wasserman,Home Office,08-08-2014,26370,Not Specified,Office Supplies,Small Box,Home/Office Personal File Carts,Storage & Organization,Central,3689,10-08-2014,Express Air,Illinois,62234,Category,56,0.09,1,20,0.6,$64,$660,20,5.49,34.76
Oct-15,Elmhurst,Joy Bell,Home Office,07-10-2015,9509,Not Specified,Office Supplies,Small Box,Xerox 1887,Paper,Central,1300,08-10-2015,Express Air,Illinois,60126,Category,70,0.1,1,5,0.37,$2,$101,5,5.21,18.97
Jun-13,New Berlin,Sean Christensen,Home Office,03-06-2013,21447,Not Specified,Office Supplies,Small Pack,Fiskars® Softgrip Scissors,"Scissors, Rulers and Trimmers",Central,2969,05-06-2013,Express Air,Wisconsin,53151,Category,47,0.02,1,15,0.57,$10,$176,15,3.37,10.98
Feb-15,Stamford,Thea Hendricks,Home Office,14-02-2015,1154,Critical,Office Supplies,Small Box,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Appliances,East,178,15-02-2015,Express Air,Connecticut,6903,Category,61,0.01,1,7,0.59,$57,$517,7,3.5,70.97
May-15,Hanover,Art Foster,Home Office,23-05-2015,13670,Critical,Office Supplies,Small Box,Avery 501,Labels,East,1912,26-05-2015,Express Air,Pennsylvania,17331,Category,65,0.04,1,27,0.38,$58,$116,27,0.5,3.69
Jun-13,Olney,Vivian Mathis,Home Office,19-06-2013,43233,Critical,Office Supplies,Small Box,Xerox 200,Paper,East,6102,21-06-2013,Express Air,Maryland,20832,Category,48,0.04,1,30,0.37,-$72,$203,30,6.35,6.48
Mar-15,West Seneca,Carol Triggs,Home Office,04-03-2015,37188,Critical,Office Supplies,Small Box,Xerox 198,Paper,East,5224,05-03-2015,Express Air,New York,14224,Category,62,0.04,1,24,0.38,-$123,$132,24,8.33,4.98
Jun-15,Greensburg,Michael Dominguez,Home Office,07-06-2015,50144,Critical,Office Supplies,Small Box,GBC VeloBinder Electric Binding Machine,Binders and Binder Accessories,East,7023,07-06-2015,Express Air,Pennsylvania,15601,Category,66,0.1,1,36,0.35,"$1,766","$4,170",36,9.07,120.98
Nov-12,Upper Arlington,Vivek Grady,Home Office,02-11-2012,38564,Critical,Office Supplies,Small Box,Avery 506,Labels,East,5429,04-11-2012,Express Air,Ohio,43221,Category,44,0.1,1,21,0.39,$46,$99,21,0.5,4.13
Dec-15,Clarksburg,Philip Fox,Home Office,12-12-2015,49889,Critical,Office Supplies,Wrap Bag,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Pens & Art Supplies,East,6979,14-12-2015,Express Air,West Virginia,26301,Category,79,0.09,1,21,0.57,-$22,$62,21,2.03,2.98
Sep-12,College Park,Michelle Huthwaite,Home Office,29-09-2012,58151,High,Office Supplies,Small Box,Letter Size Cart,Storage & Organization,East,8138,29-09-2012,Express Air,Maryland,20740,Category,43,0.02,1,38,0.56,"$1,516","$5,601",38,19.99,142.86
Sep-15,Silver Spring,Greg Tran,Home Office,10-09-2015,43332,High,Office Supplies,Small Box,Xerox 194,Paper,East,6120,10-09-2015,Express Air,Maryland,20901,Category,68,0.03,1,31,0.37,$559,"$1,750",31,14.3,55.48
Jan-13,Parkersburg,Julie Prescott,Home Office,04-01-2013,46050,High,Office Supplies,Small Box,Fellowes Stor/Drawer® Steel Plus™ Storage Drawers,Storage & Organization,East,6469,07-01-2013,Express Air,West Virginia,26101,Category,45,0.03,1,48,0.79,$45,"$4,814",48,19.99,95.43
Dec-15,Lakewood,Nat Carroll,Home Office,10-12-2015,51205,High,Office Supplies,Small Box,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Binders and Binder Accessories,East,7177,11-12-2015,Express Air,Ohio,44107,Category,77,0.04,1,17,0.35,$89,$233,17,1.49,12.97
Jan-15,Garfield Heights,Sandra Flanagan,Home Office,30-01-2015,53795,High,Office Supplies,Small Box,Xerox 1894,Paper,East,7528,31-01-2015,Express Air,Ohio,44125,Category,61,0.1,1,40,0.37,-$93,$265,40,6.22,6.48
Nov-14,Bowie,Matt Collister,Home Office,22-11-2014,26948,High,Office Supplies,Wrap Bag,Dixon Ticonderoga Core-Lock Colored Pencils,Pens & Art Supplies,East,3774,23-11-2014,Express Air,Maryland,20715,Category,59,0.03,1,21,0.52,$39,$204,21,2.25,9.11
Mar-15,Cliffside Park,Corey Lock,Home Office,03-03-2015,32902,High,Office Supplies,Wrap Bag,"Dixon Prang® Watercolor Pencils, 10-Color Set with Brush",Pens & Art Supplies,East,4621,04-03-2015,Express Air,New Jersey,7010,Category,62,0.03,1,34,0.44,$32,$145,34,1.2,4.26
Oct-13,Willoughby,Jas O'Carroll,Home Office,01-10-2013,42375,High,Office Supplies,Wrap Bag,Newell 338,Pens & Art Supplies,East,5980,02-10-2013,Express Air,Ohio,44094,Category,50,0.03,1,45,0.58,$24,$138,45,0.7,2.94
Jan-15,Madison,Pierre Wener,Home Office,16-01-2015,23268,High,Office Supplies,Wrap Bag,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",Paper,East,3247,18-01-2015,Express Air,New Jersey,7940,Category,61,0.09,1,14,0.39,-$7,$51,14,2.2,3.6
Aug-12,Chambersburg,Fred Wasserman,Home Office,10-08-2012,21636,Low,Office Supplies,Small Box,"Avery Flip-Chart Easel Binder, Black",Binders and Binder Accessories,East,3004,17-08-2012,Express Air,Pennsylvania,17201,Category,42,0,1,16,0.38,-$53,$377,16,15.1,22.38
Jan-13,Elmira,Helen Wasserman,Home Office,23-01-2013,41472,Low,Office Supplies,Small Box,"Acco PRESSTEX® Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Binders and Binder Accessories,East,5844,30-01-2013,Express Air,New York,14901,Category,45,0.01,1,48,0.36,-$214,$281,48,7.57,5.38
Jun-12,Greensburg,Michael Dominguez,Home Office,22-06-2012,39488,Low,Office Supplies,Small Box,Ampad #10 Peel & Seel® Holiday Envelopes,Envelopes,East,5572,26-06-2012,Express Air,Pennsylvania,15601,Category,41,0.04,1,18,0.37,$9,$92,18,2.5,4.48
Oct-13,Greensburg,Michael Dominguez,Home Office,27-10-2013,42882,Low,Office Supplies,Small Box,Staples 6 Outlet Surge,Appliances,East,6048,29-10-2013,Express Air,Pennsylvania,15601,Category,51,0.08,1,17,0.58,-$23,$204,17,4.98,11.97
Mar-14,West Scarborough,Dianna Arnett,Home Office,20-03-2014,31303,Low,Office Supplies,Small Box,Avery Hanging File Binders,Binders and Binder Accessories,East,4398,22-03-2014,Express Air,Maine,4070,Category,54,0.09,1,50,0.39,$88,$306,50,1.49,5.98
Jul-13,Camp Springs,Gary McGarr,Home Office,13-07-2013,47712,Low,Office Supplies,Small Box,"Acco PRESSTEX® Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Binders and Binder Accessories,East,6698,18-07-2013,Express Air,Maryland,20746,Category,48,0.1,1,50,0.36,-$244,$274,50,7.57,5.38
Aug-12,Freeport,Jasper Cacioppo,Home Office,06-08-2012,49666,Low,Office Supplies,Small Pack,Acme® Preferred Stainless Steel Scissors,"Scissors, Rulers and Trimmers",East,6951,10-08-2012,Express Air,New York,11520,Category,42,0.1,1,46,0.56,-$64,$259,46,3.6,5.68
Nov-14,Cohoes,Kimberly Carter,Home Office,02-11-2014,55206,Medium,Office Supplies,Small Box,Wilson Jones Easy Flow II™ Sheet Lifters,Binders and Binder Accessories,East,7703,03-11-2014,Express Air,New York,12047,Category,58,0.03,1,20,0.37,-$65,$53,20,4.79,1.8
Dec-13,Derry,Doug Jacobs,Home Office,09-12-2013,8097,Medium,Office Supplies,Small Box,Multimedia Mailers,Envelopes,East,1101,11-12-2013,Express Air,New Hampshire,3038,Category,51,0.04,1,48,0.39,"$3,187","$7,523",48,19.99,162.93
Dec-12,Troy,Anne Pryor,Home Office,02-12-2012,36355,Medium,Office Supplies,Small Box,3M Organizer Strips,Binders and Binder Accessories,East,5097,02-12-2012,Express Air,New York,12180,Category,44,0.09,1,9,0.37,-$43,$61,9,7.78,5.4
Oct-14,Westerville,Vivek Grady,Home Office,31-10-2014,57091,Medium,Office Supplies,Wrap Bag,Alliance Rubber Bands,Rubber Bands,East,7984,01-11-2014,Express Air,Ohio,43081,Category,58,0.05,1,6,0.81,-$3,$15,6,1.02,1.68
Aug-14,Reading,Max Jones,Home Office,20-08-2014,6502,Medium,Office Supplies,Wrap Bag,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Paper,East,906,20-08-2014,Express Air,Pennsylvania,19601,Category,57,0.1,1,16,0.36,-$36,$116,16,5.83,7.64
Oct-13,Roselle,Noel Staavos,Home Office,16-10-2013,13476,Not Specified,Office Supplies,Small Box,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Binders and Binder Accessories,East,1873,18-10-2013,Express Air,New Jersey,7203,Category,50,0.09,1,47,0.36,-$148,$231,47,5.68,4.91
Aug-14,Fayetteville,Joe Elijah,Home Office,01-08-2014,610,Critical,Office Supplies,Small Box,Xerox 195,Paper,South,93,03-08-2014,Express Air,Arkansas,72701,Category,56,0.02,1,38,0.37,-$29,$284,38,5.41,6.68
Aug-13,Dunwoody,Rick Hansen,Home Office,12-08-2013,22117,Critical,Office Supplies,Small Box,Xerox 1906,Paper,South,3082,13-08-2013,Express Air,Georgia,30338,Category,49,0.03,1,16,0.38,$175,$582,16,7.5,35.44
Jun-15,Hinesville,Toby Grace,Home Office,28-06-2015,50466,Critical,Office Supplies,Small Box,GBC DocuBind TL200 Manual Binding Machine,Binders and Binder Accessories,South,7071,30-06-2015,Express Air,Georgia,31313,Category,66,0.05,1,32,0.38,"$2,754","$6,892",32,15.01,223.98
Aug-13,Asheville,Denise Monton,Home Office,02-08-2013,47270,Critical,Office Supplies,Wrap Bag,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Paper,South,6646,05-08-2013,Express Air,North Carolina,28806,Category,48,0.03,1,40,0.38,$48,$383,40,4.39,9.27
Oct-12,Kennesaw,William Brown,Home Office,25-10-2012,17124,Critical,Office Supplies,Wrap Bag,Serrated Blade or Curved Handle Hand Letter Openers,"Scissors, Rulers and Trimmers",South,2366,26-10-2012,Express Air,Georgia,30144,Category,43,0.05,1,39,0.84,-$56,$128,39,1.92,3.14
Oct-12,Tysons Corner,Allen Armold,Home Office,09-10-2012,13920,Critical,Office Supplies,Wrap Bag,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",Paper,South,1941,11-10-2012,Express Air,Virginia,22102,Category,43,0.1,1,25,0.38,$338,$901,25,5.08,37.94
May-15,Fairfax,Maribeth Dona,Home Office,01-05-2015,9952,High,Office Supplies,Large Box,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Storage & Organization,South,1373,03-05-2015,Express Air,Virginia,20151,Category,65,0.01,1,47,0.85,-$771,"$7,891",47,35,167.27
Jul-14,Mooresville,MaryBeth Skach,Home Office,05-07-2014,15714,High,Office Supplies,Small Box,"Eureka Hand Vacuum, Bagless",Appliances,South,2180,07-07-2014,Express Air,North Carolina,28115,Category,56,0.01,1,50,0.57,$4,"$2,511",50,19.99,49.43
Aug-14,Newnan,Joseph Holt,Home Office,28-08-2014,6336,High,Office Supplies,Small Box,"Wilson Jones Hanging View Binder, White, 1""",Binders and Binder Accessories,South,881,30-08-2014,Express Air,Georgia,30265,Category,57,0.01,1,43,0.39,-$84,$320,43,6.05,7.1
Oct-14,Jacksonville,Lycoris Saunders,Home Office,12-10-2014,5217,High,Office Supplies,Small Box,Belkin 8 Outlet Surge Protector,Appliances,South,725,12-10-2014,Express Air,North Carolina,28540,Category,58,0.03,1,8,0.57,$28,$339,8,5.33,40.98
Dec-14,Hialeah,Russell Applegate,Home Office,08-12-2014,55042,High,Office Supplies,Small Box,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Appliances,South,7680,10-12-2014,Express Air,Florida,33012,Category,59,0.05,1,28,0.56,$514,"$1,718",28,4.5,60.97
Jul-13,Fort Smith,Joe Elijah,Home Office,17-07-2013,35137,High,Office Supplies,Small Box,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Binders and Binder Accessories,South,4939,19-07-2013,Express Air,Arkansas,72903,Category,48,0.05,1,41,0.38,$7,$225,41,2.99,5.34
Sep-14,Casselberry,Gene McClure,Home Office,13-09-2014,39331,High,Office Supplies,Small Box,Fellowes Black Plastic Comb Bindings,Binders and Binder Accessories,South,5553,14-09-2014,Express Air,Florida,32707,Category,57,0.06,1,23,0.39,-$126,$149,23,8.49,5.81
Jun-14,Kannapolis,Lycoris Saunders,Home Office,21-06-2014,32806,High,Office Supplies,Small Box,Avery 487,Labels,South,4608,22-06-2014,Express Air,North Carolina,28081,Category,56,0.1,1,48,0.38,$77,$176,48,0.5,3.69
May-14,East Point,Sam Craven,Home Office,19-05-2014,512,Low,Office Supplies,Small Box,"Decoflex Hanging Personal Folder File, Blue",Storage & Organization,South,83,21-05-2014,Express Air,Georgia,30344,Category,55,0.01,1,48,0.58,-$166,$806,48,10.68,15.42
Jul-13,Spring Hill,Cynthia Arntzen,Home Office,18-07-2013,23559,Low,Office Supplies,Small Box,Lock-Up Easel 'Spel-Binder',Binders and Binder Accessories,South,3298,25-07-2013,Express Air,Tennessee,37174,Category,48,0.03,1,14,0.38,$167,$426,14,1.49,28.53
Oct-12,Paragould,Keith Dawkins,Home Office,04-10-2012,30214,Low,Office Supplies,Small Box,"Avery® 3 1/2"" Diskette Storage Pages, 10/Pack",Binders and Binder Accessories,South,4246,11-10-2012,Express Air,Arkansas,72450,Category,43,0.1,1,38,0.39,-$21,$376,38,5.75,10.44
Dec-14,Decatur,Ionia McGrath,Home Office,05-12-2014,38531,Low,Office Supplies,Wrap Bag,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Paper,South,5424,12-12-2014,Express Air,Alabama,35601,Category,59,0.02,1,26,0.36,$12,$118,26,2.26,4.2
Feb-13,Kennesaw,William Brown,Home Office,23-02-2013,27426,Low,Office Supplies,Wrap Bag,Martin-Yale Premier Letter Opener,"Scissors, Rulers and Trimmers",South,3844,02-03-2013,Express Air,Georgia,30144,Category,46,0.02,1,32,0.82,-$94,$417,32,4.59,12.88
May-15,Brentwood,Philip Fox,Home Office,25-05-2015,12804,Medium,Office Supplies,Small Box,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",Storage & Organization,South,1790,27-05-2015,Express Air,Tennessee,37027,Category,65,0.02,1,34,0.59,-$45,$593,34,8.34,16.06
Sep-15,Prattville,Patrick Jones,Home Office,18-09-2015,57537,Medium,Office Supplies,Small Box,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Binders and Binder Accessories,South,8062,19-09-2015,Express Air,Alabama,36067,Category,69,0.03,1,13,0.39,-$30,$76,13,5.24,4.82
Oct-14,Meridian,Justin Ellison,Home Office,15-10-2014,12611,Medium,Office Supplies,Small Box,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Binders and Binder Accessories,South,1757,17-10-2014,Express Air,Mississippi,39301,Category,58,0.03,1,13,0.35,$73,$190,13,1.49,12.97
Apr-14,Springfield,Nora Price,Home Office,20-04-2014,16802,Medium,Office Supplies,Small Box,HP Office Paper (20Lb. and 87 Bright),Paper,South,2329,21-04-2014,Express Air,Virginia,22153,Category,54,0.05,1,44,0.37,-$124,$303,44,6.93,6.68
Dec-13,Jackson,Joel Eaton,Home Office,26-12-2013,12420,Medium,Office Supplies,Small Box,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Binders and Binder Accessories,South,1728,26-12-2013,Express Air,Mississippi,39212,Category,52,0.06,1,34,0.37,-$167,$536,34,13.18,15.99
Dec-14,Nicholasville,Mark Hamilton,Home Office,12-12-2014,41956,Medium,Office Supplies,Small Box,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Storage & Organization,South,5916,13-12-2014,Express Air,Kentucky,40356,Category,59,0.06,1,22,0.58,-$22,$365,22,6.25,16.91
Jan-15,Winter Springs,Nora Pelletier,Home Office,21-01-2015,40706,Medium,Office Supplies,Small Box,Avery 494,Labels,South,5734,22-01-2015,Express Air,Florida,32708,Category,61,0.08,1,40,0.39,$45,$111,40,0.5,2.61
Oct-14,Cary,Denise Monton,Home Office,01-10-2014,49760,Medium,Office Supplies,Small Box,Computer Printout Paper with Letter-Trim Perforations,Paper,South,6957,03-10-2014,Express Air,North Carolina,27511,Category,58,0.09,1,38,0.37,$63,$710,38,9.03,18.97
Jun-14,Hampton,Laurel Elliston,Home Office,22-06-2014,46565,Not Specified,Office Supplies,Large Box,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Appliances,South,6548,22-06-2014,Express Air,Virginia,23666,Category,56,0.05,1,16,0.52,"$1,197","$4,691",16,24.49,300.65
Dec-13,North Charleston,Luke Schmidt,Home Office,22-12-2013,39043,Not Specified,Office Supplies,Large Box,Tennsco Commercial Shelving,Storage & Organization,South,5508,23-12-2013,Express Air,South Carolina,29406,Category,52,0.07,1,37,0.84,"-$1,176",$751,37,35,20.34
Mar-15,Henderson,Darrin Van Huff,Home Office,28-03-2015,40611,Not Specified,Office Supplies,Small Box,Xerox 1971,Paper,South,5725,30-03-2015,Express Air,Kentucky,42420,Category,63,0.02,1,12,0.4,-$24,$67,12,5.17,4.28
Apr-14,Pine Hills,Rachel Payne,Home Office,09-04-2014,51652,Not Specified,Office Supplies,Small Box,Avery White Multi-Purpose Labels,Labels,South,7247,11-04-2014,Express Air,Florida,32808,Category,54,0.03,1,37,0.39,$96,$196,37,0.49,4.98
Aug-15,Mooresville,MaryBeth Skach,Home Office,01-08-2015,13988,Not Specified,Office Supplies,Small Box,Staples 6 Outlet Surge,Appliances,South,1956,02-08-2015,Express Air,North Carolina,28115,Category,67,0.04,1,18,0.58,-$2,$236,18,4.98,11.97
May-15,Apex,Denise Monton,Home Office,27-05-2015,3650,Not Specified,Office Supplies,Small Box,Avery Poly Binder Pockets,Binders and Binder Accessories,South,538,29-05-2015,Express Air,North Carolina,27502,Category,65,0.04,1,36,0.37,-$129,$140,36,5.47,3.58
Apr-14,Pine Hills,Rachel Payne,Home Office,09-04-2014,51652,Not Specified,Office Supplies,Small Box,"Fellowes Strictly Business® Drawer File, Letter/Legal Size",Storage & Organization,South,7248,10-04-2014,Express Air,Florida,32808,Category,54,0.07,1,38,0.73,$44,"$4,993",38,19.99,140.85
Mar-15,Franklin,Toby Carlisle,Home Office,17-03-2015,49953,Not Specified,Office Supplies,Small Box,Xerox 21,Paper,South,6993,17-03-2015,Express Air,Tennessee,37064,Category,63,0.09,1,36,0.37,-$95,$242,36,6.6,6.48
Jul-13,Nicholasville,Maribeth Yedwab,Home Office,19-07-2013,35043,Not Specified,Office Supplies,Wrap Bag,Staples Metal Binder Clips,Rubber Bands,South,4923,20-07-2013,Express Air,Kentucky,40356,Category,48,0.01,1,45,0.39,$38,$125,45,0.8,2.62
Oct-13,Myrtle Beach,Luke Schmidt,Home Office,26-10-2013,38050,Not Specified,Office Supplies,Wrap Bag,"Dixon Ticonderoga® Erasable Colored Pencil Set, 12-Color",Pens & Art Supplies,South,5354,27-10-2013,Express Air,South Carolina,29577,Category,50,0.09,1,31,0.51,$29,$187,31,1.67,5.98
Dec-14,San Bernardino,Jennifer Patt,Home Office,17-12-2014,41349,Critical,Office Supplies,Small Box,GBC Plastic Binding Combs,Binders and Binder Accessories,West,5826,18-12-2014,Express Air,California,92404,Category,60,0,1,44,0.36,-$336,$346,44,11.51,7.38
Aug-13,Colorado Springs,Fred Harton,Home Office,06-08-2013,18598,Critical,Office Supplies,Small Box,"GBC White Gloss Covers, Plain Front",Binders and Binder Accessories,West,2581,09-08-2013,Express Air,Colorado,80906,Category,48,0.1,1,24,0.38,$29,$350,24,6.46,14.48
May-14,Manhattan Beach,Brad Thomas,Home Office,31-05-2014,59971,Critical,Office Supplies,Small Box,Xerox 19,Paper,West,8397,02-06-2014,Express Air,California,90266,Category,55,0.1,1,12,0.4,$85,$356,12,5.09,30.98
Jan-14,Murray,Anthony Jacobs,Home Office,05-01-2014,25028,Critical,Office Supplies,Wrap Bag,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",Paper,West,3513,07-01-2014,Express Air,Utah,84107,Category,52,0,1,14,0.38,$203,$552,14,5.08,37.94
Feb-14,Brentwood,Tom Ashbrook,Home Office,11-02-2014,34243,High,Office Supplies,Small Box,"Array® Parchment Paper, Assorted Colors",Paper,West,4815,12-02-2014,Express Air,California,94513,Category,53,0.04,1,40,0.37,-$271,$297,40,11.15,7.28
Jul-15,Springville,Emily Grady,Home Office,10-07-2015,30403,High,Office Supplies,Small Box,"Angle-D Binders with Locking Rings, Label Holders",Binders and Binder Accessories,West,4272,12-07-2015,Express Air,Utah,84663,Category,66,0.05,1,41,0.38,-$161,$305,41,7.72,7.3
Feb-14,Provo,Cari Sayre,Home Office,08-02-2014,15300,High,Office Supplies,Small Box,Astroparche® Fine Business Paper,Paper,West,2142,10-02-2014,Express Air,Utah,84604,Category,53,0.05,1,42,0.37,-$75,$230,42,5.06,5.28
